,district,date,Crop,crop_type,crop_sown,rainfall_mm,temp_avg_C,humidity_avg,wind_speed_avg_Kmph,mrp_rs_kg,Min_duration_days,max_duration_days,duration_months,avg_cost_of_cultivation_rs_ac,Yield_kg_ac,Soil_type,avg_pH,N_kg_ha,P_kg_ha,K_kg_ha,irrigation,profit_rs_ac,ROI,sow_and_harvest,crop_term
1566,Medak,2021-Aug,CASTOR  ,oil_seeds,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,34.560001373291016,150,300,7.5,16500,657.0,sandy loam,5.75,40.0,25,15.0,False,6205.919921875,37.611637115478516,one_sow_few_harvests,intermediate_term
1567,Medak,2021-Aug,SOYABEAN,oil_seeds,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,53.08000183105469,50,145,3.25,11500,866.0,loamy soil,6.75,20.0,40,20.0,True,34467.28125,299.7154846191406,one_sow_few_harvests,short_term
1568,Medak,2021-Aug,COTTON,other_commercial_crop,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,75.0,180,240,7.0,37500,534.0,sandy loam,6.900000095367432,80.0,40,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
1569,Medak,2021-Aug,Chillies,vgetable,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,136.0,150,180,5.5,45000,2750.0,sandy loam,6.25,30.0,60,30.0,True,0.0,0.0,one_sow_few_harvests,intermediate_term
1570,Medak,2021-Aug,SUGARCANE  ,fruit,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,10.0,300,450,12.5,72500,31337.0,sandy loam,7.0,150.0,80,80.0,True,0.0,0.0,one_sow_one_harvest,long_term
1571,Medak,2021-Aug,ONION,vegetable,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,36.779998779296875,80,150,3.8333332538604736,37500,17000.0,sandy loam,6.5,40.0,20,40.0,True,587760.0,1567.3599853515625,one_sow_one_harvest,short_term
1572,medak,2021-Aug,Tomato,vegetable,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,15.0,90,90,3.0,45000,16187.400390625,sandy loam,6.5,200.0,250,250.0,True,0.0,0.0,one_sow_few_harvests,short_term
1573,medak,2021-Aug,Brinjal,vegetable,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,24.0,140,140,4.666666507720947,27500,16194.0,loamy soil,6.050000190734863,200.0,75,75.0,True,361156.0,1313.2945556640625,one_sow_few_harvests,intermediate_term
1574,medak,2021-Aug,Ginger,vegetable,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,35.0,240,240,8.0,60500,10000.0,loamy soil,6.0,10.0,20,20.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
1575,medak,2021-Aug,Potato,vegetable,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,21.0,75,75,2.5,43000,14164.0,loamy soil,6.25,5.0,10,10.0,True,0.0,0.0,one_sow_one_harvest,short_term
1576,medak,2021-Aug,Bhendi,vegetable,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,26.0,55,55,1.8333333730697632,24000,8100.0,sandy loam,6.400000095367432,30.0,40,40.0,False,0.0,0.0,one_sow_few_harvests,short_term
1577,medak,2021-Aug,Cabbage,vegetable,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,22.0,90,90,3.0,28500,8092.0,sandy loam,6.5,90.0,90,90.0,True,0.0,0.0,one_sow_one_harvest,short_term
1578,medak,2021-Aug,Coccinea,vegetable,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,37.0,180,180,6.0,38000,14999.0,loamy soil,6.25,80.0,60,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
1579,medak,2021-Aug,Turmeric,other_commercial_crop,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,89.0,210,210,7.0,67000,1200.0,clay loam,6.0,120.0,50,80.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
1580,medak,2021-Aug,Banana,fruit,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,30.0,360,360,12.0,90000,16183.0,loamy soil,6.75,400.0,120,600.0,True,0.0,0.0,one_sow_few_harvests,intermediate_term
1581,medak,2021-Aug,Dates,dry_fruit,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,300.0,1080,1080,36.0,395000,12000.0,sandy loamy,9.5,32.0,32,32.0,False,3205000.0,811.3923950195312,one_sow_many_harvests,long_term
1582,medak,2021-Aug,Pomegrante,fruit,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,116.0,1980,1980,66.0,61500,9000.0,loamy soil,7.25,56.0,20,20.0,True,982500.0,1597.56103515625,one_sow_many_harvests,long_term
1583,medak,2021-Aug,Custard apple,fruit,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,65.0,1080,1080,36.0,29000,8010.0,loamy soil,6.0,25.0,12,12.0,False,0.0,0.0,one_sow_many_harvests,long_term
1584,medak,2021-Aug,Grapes,fruit,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,108.0,900,900,30.0,92000,20235.279296875,sandy loam,7.25,215.0,75,100.0,True,0.0,0.0,one_sow_many_harvests,long_term
1585,medak,2021-Aug,Papaya,fruit,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,43.0,210,210,7.0,72000,30000.0,sandy loam,6.75,1088.0,72,527.0,True,0.0,0.0,one_sow_many_harvests,intermediate_term
1586,medak,2021-Aug,Mango,fruit,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,78.0,1800,2880,78.0,46750,3000.0,sandy loam,6.5,400.0,400,600.0,False,187250.0,400.5347595214844,one_sow_many_harvests,long_term
1587,medak,2021-Aug,Dragon Fruit,fruit,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,121.0,240,720,16.0,430000,10000.0,sandy loam,6.0,170.0,170,170.0,False,0.0,0.0,one_sow_many_harvests,long_term
1588,medak,2021-Aug,Rose,flower,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,123.0,45,50,1.5833333730697632,47000,800.0,loamy soil,6.25,200.0,75,125.0,True,0.0,0.0,one_sow_many_harvests,short_term
1589,medak,2021-Aug,Marigold,flower,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,66.0,56,60,1.9333332777023315,30500,10000.0,sandy loam,7.25,45.0,90,75.0,False,629500.0,2063.934326171875,one_sow_few_harvests,short_term
1590,medak,2021-Aug,Capsicum,vegetable,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,17.0,55,90,2.4166667461395264,42000,40007.0,clay loam,6.5,40.0,60,30.0,True,0.0,0.0,one_sow_few_harvests,short_term
1591,medak,2021-Aug,Cauliflower,vegetable,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,26.0,90,120,3.5,29500,8104.0,loamy soil,6.5,120.0,80,80.0,True,181204.0,614.2508544921875,one_sow_one_harvest,short_term
1592,medak,2021-Aug,Bitter Gourd,vegetable,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,32.0,55,60,1.9166666269302368,22000,6065.0,sandy loam,6.5,120.0,40,80.0,False,0.0,0.0,one_sow_few_harvests,short_term
1593,medak,2021-Aug,Bottle Gourd,vegetable,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,17.0,110,120,3.8333332538604736,22000,15991.0,sandy loam,7.0,120.0,40,80.0,True,0.0,0.0,one_sow_few_harvests,short_term
1594,medak,2021-Aug,Cashew ,dry_fruit,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,655.0,720,1080,30.0,31000,1303.0,sandy loam,5.75,890.0,445,445.0,False,822465.0,2653.11279296875,one_sow_many_harvests,long_term
1595,medak,2021-Aug,Mulberry,fruit,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,147.0,150,180,5.5,45000,25000.0,loamy soil,6.5,350.0,140,140.0,True,0.0,0.0,one_sow_many_harvests,intermediate_term
1596,medak,2021-Aug,Coconut,fruit,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,114.0,2160,3600,96.0,40500,2787.0,sandy loam,6.599999904632568,800.0,40,160.0,False,277218.0,684.4888916015625,one_sow_many_harvests,long_term
1597,medak,2021-Aug,Jasmine,flower,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,969.0,240,270,8.5,33500,800.0,loamy soil,7.0,50.0,100,100.0,False,741700.0,2214.02978515625,one_sow_few_harvests,intermediate_term
1598,medak,2021-Aug,Chrysanthemum,flower,True,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,90.0,75,90,2.75,33500,9995.0,sandy loam,6.75,125.0,120,25.0,True,866050.0,2585.223876953125,one_sow_few_harvests,short_term
1599,medak,2021-Aug,Avacado,fruit,False,5.570967674255371,27.08386993408203,83.54193878173828,1.298387050628662,200.0,1095,1460,42.58333206176758,350000,12007.0,sandy loam,6.0,50.0,25,25.0,True,0.0,0.0,one_sow_many_harvests,long_term
1600,Medak,2021-Sep,PADDY,grains,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,18.989999771118164,90,110,3.3333332538604736,36000,2500.0,loamy soil,5.75,150.0,60,60.0,True,11475.0,31.875,one_sow_one_harvest,short_term
1601,Medak,2021-Sep,Wheat,grains,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,44.5,210,240,7.5,16500,2300.0,loamy soil,6.5,80.0,40,40.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
1602,Medak,2021-Sep,JOWAR ,grains,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,36.56999969482422,65,75,2.3333332538604736,17000,861.0,loamy soil,6.75,80.0,40,40.0,True,0.0,0.0,one_sow_one_harvest,short_term
1603,Medak,2021-Sep,BAJRA ,grains,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,17.889999389648438,70,90,2.6666667461395264,11000,2500.0,sandy loam,0.75,80.0,40,40.0,False,33725.0,306.5909118652344,one_sow_one_harvest,short_term
1604,Medak,2021-Sep,MAIZE,grains,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,20.0,105,110,3.5833332538604736,25000,2157.0,loamy soil,6.5,60.0,30,30.0,True,0.0,0.0,one_sow_one_harvest,short_term
1605,Medak,2021-Sep,RAGI   ,grains,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,46.779998779296875,120,135,4.25,13000,648.0,loamy soil,6.0,40.0,20,20.0,False,17313.439453125,133.18031311035156,one_sow_one_harvest,intermediate_term
1606,Medak,2021-Sep,REDGRAM,grains,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,34.560001373291016,100,120,3.6666667461395264,17500,800.0,loamy soil,5.25,10.0,20,12.0,True,10148.0,57.98857116699219,one_sow_one_harvest,short_term
1607,Medak,2021-Sep,GREENGRAM  ,grains,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,42.0,60,65,2.0833332538604736,15000,384.0,sandy loam,6.75,20.0,40,0.0,False,0.0,0.0,one_sow_one_harvest,short_term
1608,Medak,2021-Sep,BLACKGRAM ,grains,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,38.9900016784668,70,85,2.5833332538604736,16000,729.0,sandy loam,7.150000095367432,20.0,40,40.0,False,0.0,0.0,one_sow_one_harvest,short_term
1609,Medak,2021-Sep,HORSEGRAM,grains,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,46.529998779296875,90,135,3.75,15500,355.0,loamy soil,6.5,12.5,25,12.5,False,1018.1500244140625,6.568709850311279,one_sow_one_harvest,short_term
1610,Medak,2021-Sep,BengalGram,grains,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,50.97999954223633,160,170,5.5,21000,620.0,sandy loam,6.25,10.0,40,20.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
1611,Medak,2021-Sep,Cowpea,grains,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,40.7599983215332,90,125,3.5833332538604736,8500,334.0,sandy loam,7.099999904632568,135.0,31,250.0,True,0.0,0.0,one_sow_one_harvest,short_term
1612,Medak,2021-Sep,GROUNDNUT,fruit,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,31.670000076293945,110,120,3.8333332538604736,22500,1189.0,sandy loam,6.25,60.0,45,48.0,True,0.0,0.0,one_sow_one_harvest,short_term
1613,Medak,2021-Sep,SESAMUM (Gingelly),grains,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,44.209999084472656,90,130,3.6666667461395264,13500,350.0,loamy soil,6.75,17.0,13,13.0,True,0.0,0.0,one_sow_one_harvest,short_term
1614,Medak,2021-Sep,SUNFLOWER,flower,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,32.439998626708984,90,100,3.1666667461395264,20500,904.0,sandy loam,6.400000095367432,150.0,75,50.0,True,0.0,0.0,one_sow_one_harvest,short_term
1615,Medak,2021-Sep,Safflower,flower,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,35.66999816894531,120,150,4.5,14000,448.0,sandy loam,6.5,24.0,108,48.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
1616,Medak,2021-Sep,CASTOR  ,oil_seeds,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,36.88999938964844,150,300,7.5,16500,657.0,sandy loam,5.75,40.0,25,15.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
1617,Medak,2021-Sep,SOYABEAN,oil_seeds,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,28.0,50,145,3.25,11500,866.0,loamy soil,6.75,20.0,40,20.0,True,0.0,0.0,one_sow_few_harvests,short_term
1618,Medak,2021-Sep,COTTON,other_commercial_crop,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,80.0,180,240,7.0,37500,527.0,sandy loam,6.900000095367432,80.0,40,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
1619,Medak,2021-Sep,Chillies,vgetable,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,125.0,150,180,5.5,45000,2750.0,sandy loam,6.25,30.0,60,30.0,True,298750.0,663.888916015625,one_sow_few_harvests,intermediate_term
1620,Medak,2021-Sep,SUGARCANE  ,fruit,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,4.800000190734863,300,450,12.5,72500,31337.0,sandy loam,7.0,150.0,80,80.0,True,77917.6015625,107.47254943847656,one_sow_one_harvest,long_term
1621,Medak,2021-Sep,ONION,vegetable,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,43.0,80,150,3.8333332538604736,37500,17000.0,sandy loam,6.5,40.0,20,40.0,True,0.0,0.0,one_sow_one_harvest,short_term
1622,medak,2021-Sep,Tomato,vegetable,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,23.0,90,90,3.0,45000,16187.400390625,sandy loam,6.5,200.0,250,250.0,True,0.0,0.0,one_sow_few_harvests,short_term
1623,medak,2021-Sep,Brinjal,vegetable,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,29.0,140,140,4.666666507720947,27500,16187.0,loamy soil,6.050000190734863,200.0,75,75.0,True,0.0,0.0,one_sow_few_harvests,intermediate_term
1624,medak,2021-Sep,Ginger,vegetable,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,28.0,240,240,8.0,60500,10000.0,loamy soil,6.0,10.0,20,20.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
1625,medak,2021-Sep,Potato,vegetable,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,30.0,75,75,2.5,43000,14164.0,loamy soil,6.25,5.0,10,10.0,True,0.0,0.0,one_sow_one_harvest,short_term
1626,medak,2021-Sep,Bhendi,vegetable,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,33.0,55,55,1.8333333730697632,24000,8096.0,sandy loam,6.400000095367432,30.0,40,40.0,False,0.0,0.0,one_sow_few_harvests,short_term
1627,medak,2021-Sep,Cabbage,vegetable,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,20.0,90,90,3.0,28500,8105.0,sandy loam,6.5,90.0,90,90.0,True,0.0,0.0,one_sow_one_harvest,short_term
1628,medak,2021-Sep,Coccinea,vegetable,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,27.0,180,180,6.0,38000,15001.0,loamy soil,6.25,80.0,60,40.0,False,367027.0,965.8605346679688,one_sow_few_harvests,intermediate_term
1629,medak,2021-Sep,Turmeric,other_commercial_crop,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,87.0,210,210,7.0,67000,1200.0,clay loam,6.0,120.0,50,80.0,True,37400.0,55.82089614868164,one_sow_one_harvest,intermediate_term
1630,medak,2021-Sep,Banana,fruit,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,32.0,360,360,12.0,90000,16189.0,loamy soil,6.75,400.0,120,600.0,True,0.0,0.0,one_sow_few_harvests,intermediate_term
1631,medak,2021-Sep,Dates,dry_fruit,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,313.0,1080,1080,36.0,395000,12000.0,sandy loamy,9.5,32.0,32,32.0,False,3361000.0,850.8860473632812,one_sow_many_harvests,long_term
1632,medak,2021-Sep,Pomegrante,fruit,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,114.0,1980,1980,66.0,61500,9000.0,loamy soil,7.25,56.0,20,20.0,True,0.0,0.0,one_sow_many_harvests,long_term
1633,medak,2021-Sep,Custard apple,fruit,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,57.0,1080,1080,36.0,29000,7999.0,loamy soil,6.0,25.0,12,12.0,False,0.0,0.0,one_sow_many_harvests,long_term
1634,medak,2021-Sep,Grapes,fruit,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,115.0,900,900,30.0,92000,20235.279296875,sandy loam,7.25,215.0,75,100.0,True,0.0,0.0,one_sow_many_harvests,long_term
1635,medak,2021-Sep,Papaya,fruit,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,35.0,210,210,7.0,72000,30000.0,sandy loam,6.75,1088.0,72,527.0,True,0.0,0.0,one_sow_many_harvests,intermediate_term
1636,medak,2021-Sep,Mango,fruit,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,88.0,1800,2880,78.0,46750,3000.0,sandy loam,6.5,400.0,400,600.0,False,0.0,0.0,one_sow_many_harvests,long_term
1637,medak,2021-Sep,Dragon Fruit,fruit,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,148.0,240,720,16.0,430000,10000.0,sandy loam,6.0,170.0,170,170.0,False,0.0,0.0,one_sow_many_harvests,long_term
1638,medak,2021-Sep,Rose,flower,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,271.0,45,50,1.5833333730697632,47000,800.0,loamy soil,6.25,200.0,75,125.0,True,0.0,0.0,one_sow_many_harvests,short_term
1639,medak,2021-Sep,Marigold,flower,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,84.0,56,60,1.9333332777023315,30500,10000.0,sandy loam,7.25,45.0,90,75.0,False,0.0,0.0,one_sow_few_harvests,short_term
1640,medak,2021-Sep,Capsicum,vegetable,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,21.0,55,90,2.4166667461395264,42000,39992.0,clay loam,6.5,40.0,60,30.0,True,0.0,0.0,one_sow_few_harvests,short_term
1641,medak,2021-Sep,Cauliflower,vegetable,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,32.0,90,120,3.5,29500,8106.0,loamy soil,6.5,120.0,80,80.0,True,229892.0,779.294921875,one_sow_one_harvest,short_term
1642,medak,2021-Sep,Bitter Gourd,vegetable,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,28.0,55,60,1.9166666269302368,22000,6063.0,sandy loam,6.5,120.0,40,80.0,False,0.0,0.0,one_sow_few_harvests,short_term
1643,medak,2021-Sep,Bottle Gourd,vegetable,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,22.0,110,120,3.8333332538604736,22000,16007.0,sandy loam,7.0,120.0,40,80.0,True,0.0,0.0,one_sow_few_harvests,short_term
1644,medak,2021-Sep,Cashew ,dry_fruit,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,613.0,720,1080,30.0,31000,1291.0,sandy loam,5.75,890.0,445,445.0,False,760383.0,2452.848388671875,one_sow_many_harvests,long_term
1645,medak,2021-Sep,Mulberry,fruit,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,155.0,150,180,5.5,45000,25000.0,loamy soil,6.5,350.0,140,140.0,True,0.0,0.0,one_sow_many_harvests,intermediate_term
1646,medak,2021-Sep,Coconut,fruit,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,120.0,2160,3600,96.0,40500,2790.0,sandy loam,6.599999904632568,800.0,40,160.0,False,294300.0,726.6666870117188,one_sow_many_harvests,long_term
1647,medak,2021-Sep,Jasmine,flower,True,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,812.0,240,270,8.5,33500,800.0,loamy soil,7.0,50.0,100,100.0,False,616100.0,1839.1044921875,one_sow_few_harvests,intermediate_term
1648,medak,2021-Sep,Chrysanthemum,flower,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,98.0,75,90,2.75,33500,10001.0,sandy loam,6.75,125.0,120,25.0,True,0.0,0.0,one_sow_few_harvests,short_term
1649,medak,2021-Sep,Avacado,fruit,False,11.0,26.844999313354492,83.86333465576172,1.7899999618530273,209.0,1095,1460,42.58333206176758,350000,11996.0,sandy loam,6.0,50.0,25,25.0,True,0.0,0.0,one_sow_many_harvests,long_term
1650,Medak,2021-Oct,PADDY,grains,False,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,17.889999389648438,90,110,3.3333332538604736,36000,2500.0,loamy soil,5.75,150.0,60,60.0,True,0.0,0.0,one_sow_one_harvest,short_term
1651,Medak,2021-Oct,Wheat,grains,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,17.889999389648438,210,240,7.5,16500,2300.0,loamy soil,6.5,80.0,40,40.0,True,24647.0,149.37576293945312,one_sow_one_harvest,intermediate_term
1652,Medak,2021-Oct,JOWAR ,grains,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,45.66999816894531,65,75,2.3333332538604736,17000,861.0,loamy soil,6.75,80.0,40,40.0,True,22321.869140625,131.30511474609375,one_sow_one_harvest,short_term
1653,Medak,2021-Oct,BAJRA ,grains,False,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,27.68000030517578,70,90,2.6666667461395264,11000,2500.0,sandy loam,0.75,80.0,40,40.0,False,0.0,0.0,one_sow_one_harvest,short_term
1654,Medak,2021-Oct,MAIZE,grains,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,14.5600004196167,105,110,3.5833332538604736,25000,2157.0,loamy soil,6.5,60.0,30,30.0,True,6405.919921875,25.623680114746094,one_sow_one_harvest,short_term
1655,Medak,2021-Oct,RAGI   ,grains,False,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,34.58000183105469,120,135,4.25,13000,648.0,loamy soil,6.0,40.0,20,20.0,False,0.0,0.0,one_sow_one_harvest,intermediate_term
1656,Medak,2021-Oct,REDGRAM,grains,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,52.0,100,120,3.6666667461395264,17500,800.0,loamy soil,5.25,10.0,20,12.0,True,24100.0,137.7142791748047,one_sow_one_harvest,short_term
1657,Medak,2021-Oct,GREENGRAM  ,grains,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,46.56999969482422,60,65,2.0833332538604736,15000,384.0,sandy loam,6.75,20.0,40,0.0,False,2882.8798828125,19.219200134277344,one_sow_one_harvest,short_term
1658,Medak,2021-Oct,BLACKGRAM ,grains,False,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,60.65999984741211,70,85,2.5833332538604736,16000,729.0,sandy loam,7.150000095367432,20.0,40,40.0,False,0.0,0.0,one_sow_one_harvest,short_term
1659,Medak,2021-Oct,HORSEGRAM,grains,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,45.959999084472656,90,135,3.75,15500,355.0,loamy soil,6.5,12.5,25,12.5,False,815.7999877929688,5.26322603225708,one_sow_one_harvest,short_term
1660,Medak,2021-Oct,BengalGram,grains,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,43.560001373291016,160,170,5.5,21000,620.0,sandy loam,6.25,10.0,40,20.0,True,6007.2001953125,28.605714797973633,one_sow_one_harvest,intermediate_term
1661,Medak,2021-Oct,Cowpea,grains,False,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,56.45000076293945,90,125,3.5833332538604736,8500,334.0,sandy loam,7.099999904632568,135.0,31,250.0,True,0.0,0.0,one_sow_one_harvest,short_term
1662,Medak,2021-Oct,GROUNDNUT,fruit,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,34.66999816894531,110,120,3.8333332538604736,22500,1189.0,sandy loam,6.25,60.0,45,48.0,True,18722.630859375,83.21168518066406,one_sow_one_harvest,short_term
1663,Medak,2021-Oct,SESAMUM (Gingelly),grains,False,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,39.650001525878906,90,130,3.6666667461395264,13500,350.0,loamy soil,6.75,17.0,13,13.0,True,0.0,0.0,one_sow_one_harvest,short_term
1664,Medak,2021-Oct,SUNFLOWER,flower,False,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,34.65999984741211,90,100,3.1666667461395264,20500,904.0,sandy loam,6.400000095367432,150.0,75,50.0,True,0.0,0.0,one_sow_one_harvest,short_term
1665,Medak,2021-Oct,Safflower,flower,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,34.439998626708984,120,150,4.5,14000,448.0,sandy loam,6.5,24.0,108,48.0,False,1429.1199951171875,10.208000183105469,one_sow_few_harvests,intermediate_term
1666,Medak,2021-Oct,CASTOR  ,oil_seeds,False,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,34.779998779296875,150,300,7.5,16500,657.0,sandy loam,5.75,40.0,25,15.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
1667,Medak,2021-Oct,SOYABEAN,oil_seeds,False,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,27.8799991607666,50,145,3.25,11500,866.0,loamy soil,6.75,20.0,40,20.0,True,0.0,0.0,one_sow_few_harvests,short_term
1668,Medak,2021-Oct,COTTON,other_commercial_crop,False,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,72.66999816894531,180,240,7.0,37500,540.0,sandy loam,6.900000095367432,80.0,40,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
1669,Medak,2021-Oct,Chillies,vgetable,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,130.0,150,180,5.5,45000,2750.0,sandy loam,6.25,30.0,60,30.0,True,312500.0,694.4444580078125,one_sow_few_harvests,intermediate_term
1670,Medak,2021-Oct,SUGARCANE  ,fruit,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,4.889999866485596,300,450,12.5,72500,31337.0,sandy loam,7.0,150.0,80,80.0,True,80737.9296875,111.36266326904297,one_sow_one_harvest,long_term
1671,Medak,2021-Oct,ONION,vegetable,True,2.1903226375579834,26.714519500732422,76.09516143798828,2.6887097358703613,34.599998474121094,80,150,3.8333332538604736,37500,17000.0,sandy loam,6.5,40.0,20,40.0,True,550700.0,1468.5333251953125,one_sow_one_harvest,short_term
